payment_id,case_id,pay_month,amount,method,adjustment
P-124141,C-34096,2025-10,574.92,Transfer,N
P-103357,C-30567,2025-11,387.31,Transfer,Y
P-116247,C-32754,2025-10,1105.7,Transfer,N
P-101637,C-30277,2025-12,1149.23,Transfer,N
P-121847,C-33710,2025-07,760.32,Card,N
P-115286,C-32593,2025-11,1039.18,Transfer,N
P-120018,C-33400,2025-07,1030.35,Card,N
P-106291,C-31067,2025-07,1424.78,Transfer,Y
P-112087,C-32048,2025-10,1206.29,Transfer,N
P-104121,C-30697,2025-11,782.35,Transfer,N
P-124503,C-34157,2025-09,716.28,Transfer,N
P-123322,C-33957,2025-11,556.32,Transfer,N
P-115232,C-32584,2025-11,602.25,Transfer,N
P-121465,C-33644,2025-10,574.53,Transfer,N
P-119020,C-33230,2025-09,1132.3,Transfer,N
P-108235,C-31394,2025-07,639.81,Transfer,N
P-118332,C-33111,2025-07,1074.12,Transfer,N
P-117067,C-32895,2025-07,677.86,Card,N
P-114587,C-32475,2025-08,710.05,Card,N
P-105804,C-30985,2025-07,713.41,Card,N
P-111883,C-32013,2025-10,624.47,Transfer,Y
P-121959,C-33729,2025-07,688.92,Transfer,N
P-115507,C-32630,2025-12,690.91,Transfer,N
P-102369,C-30400,2025-12,588.69,Transfer,N
P-123986,C-34069,2025-09,654.74,Card,N
P-122514,C-33822,2025-07,692.81,Transfer,N
P-101992,C-30338,2025-07,1787.65,Card,Y
P-115147,C-32569,2025-12,778.8,Transfer,N
P-100366,C-30062,2025-08,779.8,Transfer,Y
P-100191,C-30032,2025-11,473.07,Transfer,N
P-107841,C-31327,2025-12,822.79,Transfer,Y
P-118081,C-33067,2025-10,1215.72,Transfer,N
P-107749,C-31312,2025-09,612.52,Card,Y
P-111814,C-32002,2025-07,514.1,Card,N
P-122040,C-33742,2025-10,670.39,Transfer,N
P-104864,C-30825,2025-07,1173.69,Card,N
P-106525,C-31106,2025-07,994.62,Transfer,Y
P-109080,C-31536,2025-09,704.75,Transfer,N
P-111287,C-31910,2025-11,1114.66,Transfer,N
P-105919,C-31004,2025-09,597.91,Transfer,N
P-110217,C-31728,2025-12,538.89,Transfer,N
P-105064,C-30858,2025-08,673.11,Card,N
P-112333,C-32089,2025-09,873.91,Transfer,N
P-111433,C-31935,2025-07,600.95,Transfer,N
P-101268,C-30214,2025-12,1132.26,Transfer,N
P-119382,C-33293,2025-12,629.08,Transfer,Y
P-123184,C-33934,2025-12,464.01,Transfer,Y
P-101475,C-30250,2025-07,550.42,Transfer,Y
P-110834,C-31833,2025-09,726.61,Transfer,N
P-107774,C-31316,2025-10,767.33,Transfer,N
P-124338,C-34129,2025-12,624.93,Transfer,N
P-108079,C-31368,2025-07,721.73,Transfer,N
P-111071,C-31873,2025-10,651.35,Transfer,N
P-109385,C-31588,2025-11,790.0,Transfer,Y
P-120793,C-33530,2025-10,433.31,Transfer,N
P-115182,C-32576,2025-09,967.59,Transfer,N
P-102027,C-30343,2025-12,1006.58,Transfer,N
P-112817,C-32173,2025-12,639.95,Transfer,N
P-115171,C-32574,2025-10,693.17,Transfer,N
P-110030,C-31697,2025-08,730.91,Transfer,N
P-111581,C-31962,2025-07,660.85,Transfer,Y
P-121131,C-33588,2025-11,1152.24,Transfer,Y
P-118393,C-33121,2025-12,1079.87,Card,N
P-119539,C-33320,2025-07,466.27,Transfer,N
P-123238,C-33943,2025-11,1063.41,Transfer,N
P-105247,C-30889,2025-09,1026.03,Transfer,N
P-109458,C-31600,2025-12,703.21,Transfer,N
P-117709,C-33004,2025-10,1078.09,Transfer,N
P-116759,C-32842,2025-09,947.45,Transfer,N
P-111062,C-31872,2025-07,628.44,Card,N
P-115561,C-32640,2025-08,634.69,Card,N
P-116719,C-32835,2025-11,901.64,Transfer,N
P-106478,C-31098,2025-08,992.52,Transfer,N
P-111481,C-31944,2025-07,668.17,Transfer,Y
P-114409,C-32444,2025-09,978.65,Transfer,N
P-116131,C-32735,2025-09,795.4,Card,N
P-113735,C-32330,2025-07,608.86,Transfer,N
P-102869,C-30486,2025-09,677.49,Card,N
P-122878,C-33883,2025-07,984.35,Transfer,Y
P-120897,C-33548,2025-09,701.4,Transfer,N
P-121845,C-33709,2025-11,1507.34,Transfer,N
P-121149,C-33591,2025-11,833.76,Card,N
P-115150,C-32571,2025-07,730.42,Card,N
P-114032,C-32380,2025-11,1062.25,Card,Y
P-121757,C-33694,2025-11,608.23,Transfer,Y
P-102087,C-30353,2025-12,1366.63,Card,N
P-104927,C-30835,2025-08,663.25,Transfer,N
P-118110,C-33072,2025-09,662.7,Transfer,N
P-106030,C-31022,2025-12,520.76,Transfer,N
P-112244,C-32074,2025-10,468.15,Transfer,N
P-108862,C-31499,2025-12,624.04,Transfer,N
P-113971,C-32370,2025-10,848.44,Transfer,N
P-118589,C-33155,2025-09,781.89,Transfer,Y
P-104368,C-30739,2025-12,771.61,Transfer,N
P-112739,C-32160,2025-08,706.76,Transfer,N
P-106383,C-31082,2025-09,649.71,Transfer,N
P-123265,C-33948,2025-08,463.9,Transfer,Y
P-105010,C-30849,2025-07,638.48,Transfer,N
P-100619,C-30105,2025-11,455.54,Card,N
P-105460,C-30925,2025-08,626.72,Transfer,N
P-114625,C-32481,2025-10,684.17,Transfer,N
P-124012,C-34073,2025-11,629.12,Card,N
P-103185,C-30539,2025-07,392.37,Card,N
P-100464,C-30079,2025-09,545.39,Card,N
P-116666,C-32826,2025-09,942.87,Transfer,N
P-119397,C-33296,2025-09,915.15,Transfer,N
P-122479,C-33815,2025-11,990.74,Transfer,N
P-100713,C-30121,2025-09,541.76,Transfer,Y
P-106279,C-31065,2025-07,470.3,Transfer,N
P-113919,C-32361,2025-12,1426.47,Transfer,Y
P-122926,C-33891,2025-07,1344.95,Card,N
P-124101,C-34089,2025-12,884.39,Transfer,N
P-103548,C-30599,2025-10,755.87,Card,Y
P-115813,C-32682,2025-08,607.18,Transfer,N
P-121749,C-33693,2025-09,492.7,Card,Y
P-118678,C-33172,2025-09,939.45,Transfer,N
P-100320,C-30054,2025-08,1112.1,Card,N
P-103533,C-30597,2025-07,517.52,Transfer,N
P-101241,C-30210,2025-09,591.57,Transfer,N
P-101374,C-30232,2025-10,1029.29,Transfer,N
P-111467,C-31941,2025-10,1225.19,Card,N
P-123815,C-34040,2025-12,1150.49,Transfer,N
P-105995,C-31017,2025-07,647.21,Transfer,N
P-120974,C-33561,2025-08,822.66,Transfer,N
P-121533,C-33656,2025-10,1000.79,Transfer,N
P-109248,C-31565,2025-11,829.15,Card,N
P-102577,C-30437,2025-11,516.64,Card,N
P-113358,C-32266,2025-08,417.09,Card,Y
P-110651,C-31802,2025-10,1563.15,Card,Y
P-120051,C-33405,2025-10,1050.0,Card,N
P-104713,C-30799,2025-07,529.07,Card,N
P-110781,C-31824,2025-10,707.82,Card,N
P-108328,C-31409,2025-12,566.87,Transfer,N
P-113147,C-32230,2025-12,981.58,Transfer,N
P-109172,C-31551,2025-11,1049.5,Transfer,Y
P-101226,C-30207,2025-12,987.55,Card,N
P-106330,C-31073,2025-10,384.89,Transfer,N
P-107758,C-31313,2025-12,393.57,Transfer,N
P-106389,C-31083,2025-09,625.86,Transfer,N
P-118690,C-33174,2025-09,888.21,Card,N
P-120041,C-33403,2025-12,814.56,Transfer,N
P-120532,C-33485,2025-10,576.54,Transfer,N
P-117313,C-32936,2025-12,740.66,Transfer,N
P-103246,C-30549,2025-08,463.6,Card,N
P-109431,C-31596,2025-09,1006.47,Card,N
P-107099,C-31202,2025-11,419.94,Transfer,N
P-123302,C-33954,2025-09,503.58,Transfer,N
P-103282,C-30555,2025-08,655.53,Transfer,N
P-104394,C-30744,2025-08,525.37,Transfer,N
P-104209,C-30713,2025-08,575.82,Transfer,Y
P-115892,C-32695,2025-09,818.0,Card,N
P-123374,C-33966,2025-09,430.94,Transfer,N
P-111033,C-31867,2025-07,905.03,Card,N
P-101573,C-30267,2025-08,519.96,Card,N
P-102829,C-30479,2025-11,775.38,Transfer,N
P-116852,C-32858,2025-09,968.72,Transfer,N
P-106361,C-31078,2025-11,587.29,Transfer,N
P-115669,C-32658,2025-08,527.15,Transfer,N
P-110091,C-31707,2025-12,683.23,Transfer,N
P-104293,C-30727,2025-09,655.39,Transfer,N
P-101534,C-30260,2025-08,843.82,Transfer,N
P-110923,C-31848,2025-07,988.83,Transfer,Y
P-101358,C-30229,2025-12,637.88,Transfer,Y
P-101029,C-30174,2025-08,434.49,Card,N
P-123412,C-33972,2025-11,622.81,Transfer,Y
P-108281,C-31401,2025-11,653.98,Transfer,N
P-117929,C-33041,2025-11,1305.02,Transfer,N
P-101594,C-30270,2025-11,363.47,Card,N
P-123290,C-33952,2025-09,692.62,Card,N
P-120778,C-33528,2025-07,719.0,Transfer,N
P-106868,C-31164,2025-08,1130.88,Transfer,N
P-122253,C-33778,2025-07,761.37,Transfer,N
P-103046,C-30515,2025-12,794.6,Transfer,N
P-121828,C-33706,2025-10,800.36,Transfer,Y
P-112793,C-32169,2025-12,826.01,Card,N
P-116069,C-32725,2025-07,384.26,Transfer,N
P-121000,C-33566,2025-09,614.17,Card,Y
P-110450,C-31767,2025-12,632.47,Transfer,N
P-111658,C-31975,2025-11,459.79,Transfer,Y
P-104877,C-30827,2025-08,1173.5,Transfer,N
P-103691,C-30624,2025-09,816.67,Card,N
P-122197,C-33768,2025-11,1159.67,Transfer,Y
P-107652,C-31296,2025-08,527.67,Transfer,N
P-110074,C-31705,2025-07,1394.8,Card,N
P-117923,C-33040,2025-11,968.71,Card,N
P-123675,C-34017,2025-10,649.26,Transfer,N
P-114068,C-32386,2025-11,447.54,Card,N
P-122303,C-33786,2025-09,647.82,Card,N
P-111267,C-31906,2025-11,960.92,Transfer,N
P-117378,C-32947,2025-11,1017.03,Card,Y
P-117686,C-33000,2025-11,1149.01,Transfer,Y
P-107478,C-31267,2025-08,690.11,Card,N
P-121911,C-33721,2025-07,574.0,Card,N
P-117143,C-32907,2025-11,925.89,Transfer,N
P-101751,C-30296,2025-12,1540.68,Card,Y
P-108950,C-31514,2025-10,803.3,Transfer,N
P-101452,C-30245,2025-11,961.02,Transfer,N
P-106210,C-31052,2025-12,750.23,Transfer,N
P-102201,C-30372,2025-12,735.0,Transfer,N
P-101775,C-30300,2025-12,920.3,Transfer,N
P-118834,C-33199,2025-08,613.23,Card,Y
P-101789,C-30303,2025-08,957.39,Transfer,Y
P-110067,C-31704,2025-07,968.58,Transfer,N
P-111324,C-31916,2025-12,605.54,Card,N
P-110844,C-31835,2025-07,1401.99,Transfer,Y
P-104944,C-30838,2025-07,659.47,Card,N
P-116484,C-32795,2025-10,825.21,Card,N
P-104067,C-30688,2025-11,972.52,Transfer,N
P-100272,C-30046,2025-08,750.81,Card,N
P-123037,C-33909,2025-10,442.74,Card,N
P-122387,C-33800,2025-09,1289.66,Card,N
P-122893,C-33885,2025-10,532.39,Transfer,N
P-109255,C-31567,2025-07,750.07,Transfer,N
P-108218,C-31391,2025-08,777.13,Transfer,N
P-101122,C-30190,2025-10,596.94,Transfer,N
P-123213,C-33939,2025-11,523.89,Transfer,Y
P-123439,C-33977,2025-09,926.85,Transfer,N
P-124486,C-34154,2025-10,499.1,Transfer,N
P-120199,C-33430,2025-07,871.85,Card,N
P-105939,C-31007,2025-11,830.48,Transfer,N
P-122794,C-33869,2025-07,996.19,Transfer,N
P-106996,C-31185,2025-10,745.48,Card,N
P-101683,C-30285,2025-10,634.74,Transfer,N
P-109285,C-31572,2025-07,610.96,Transfer,N
P-111352,C-31921,2025-10,554.09,Transfer,N
P-111092,C-31877,2025-07,584.82,Transfer,N
P-116278,C-32759,2025-11,1173.23,Transfer,N
P-115313,C-32598,2025-08,894.25,Transfer,N
P-116627,C-32819,2025-10,1065.65,Transfer,N
P-115036,C-32551,2025-10,1566.72,Transfer,N
P-117420,C-32956,2025-07,1096.48,Transfer,N
P-107637,C-31293,2025-11,547.27,Transfer,N
P-115072,C-32557,2025-10,957.12,Transfer,N
P-100211,C-30036,2025-07,690.69,Transfer,N
P-122560,C-33830,2025-07,846.51,Transfer,Y
P-100663,C-30113,2025-07,697.42,Transfer,N
P-111611,C-31967,2025-07,1072.7,Transfer,N
P-114311,C-32428,2025-07,1029.07,Transfer,N
P-124274,C-34119,2025-08,735.92,Transfer,N
P-113363,C-32267,2025-07,887.35,Card,Y
P-104725,C-30801,2025-07,825.5,Transfer,N
P-117607,C-32987,2025-08,690.94,Transfer,N
P-121413,C-33635,2025-11,860.03,Transfer,N
P-124017,C-34074,2025-10,661.74,Transfer,N
P-101244,C-30210,2025-12,614.95,Transfer,N
P-112654,C-32144,2025-12,682.59,Transfer,N
P-100025,C-30004,2025-08,523.88,Transfer,N
P-122405,C-33803,2025-09,991.61,Card,Y
P-118445,C-33130,2025-08,682.88,Transfer,N
P-114911,C-32529,2025-12,427.15,Transfer,N
P-109841,C-31665,2025-11,556.8,Transfer,Y
P-111126,C-31882,2025-11,1218.33,Transfer,N
P-123945,C-34062,2025-10,1143.63,Transfer,N
P-110492,C-31775,2025-09,587.99,Transfer,N
P-109797,C-31658,2025-09,539.19,Transfer,N
P-121038,C-33572,2025-11,845.26,Transfer,N
P-103934,C-30665,2025-12,809.41,Transfer,N
P-104921,C-30834,2025-08,616.82,Transfer,N
P-117366,C-32945,2025-11,813.17,Card,N
P-102697,C-30457,2025-11,611.54,Transfer,N
P-116854,C-32858,2025-11,1043.06,Transfer,N
P-101579,C-30268,2025-08,601.23,Transfer,Y
P-102222,C-30376,2025-09,1207.48,Transfer,N
P-109432,C-31596,2025-10,1011.32,Transfer,N
P-124151,C-34098,2025-08,871.1,Transfer,N
P-115304,C-32596,2025-11,362.77,Card,N
P-114805,C-32512,2025-08,494.93,Transfer,N
P-117208,C-32918,2025-10,358.56,Transfer,N
P-110864,C-31838,2025-08,508.5,Transfer,N
P-110304,C-31743,2025-09,609.45,Transfer,N
P-102837,C-30481,2025-07,781.92,Transfer,N
P-117589,C-32984,2025-08,737.81,Card,N
P-103482,C-30588,2025-10,451.73,Transfer,N
P-116715,C-32835,2025-07,913.3,Card,N
P-112525,C-32123,2025-09,965.53,Transfer,N
P-110526,C-31781,2025-07,730.49,Transfer,N
P-112789,C-32169,2025-08,900.4,Transfer,N
P-114532,C-32466,2025-07,750.31,Transfer,N
P-110519,C-31779,2025-12,824.5,Transfer,N
P-112554,C-32128,2025-08,932.79,Transfer,N
P-115486,C-32627,2025-09,913.24,Transfer,N
P-110921,C-31847,2025-11,1198.67,Card,N
P-110255,C-31735,2025-08,642.97,Transfer,N
P-102275,C-30385,2025-08,728.86,Transfer,N
P-124482,C-34153,2025-12,863.13,Transfer,Y
P-100146,C-30025,2025-08,752.51,Transfer,N
P-115739,C-32669,2025-12,514.29,Transfer,N
P-104635,C-30785,2025-09,489.4,Card,N
P-112605,C-32136,2025-09,597.17,Transfer,N
P-116923,C-32870,2025-08,1001.22,Transfer,N
P-101640,C-30278,2025-09,711.39,Transfer,Y
P-101663,C-30282,2025-08,632.59,Transfer,N
P-119783,C-33360,2025-11,1997.71,Card,N
P-120898,C-33548,2025-10,709.23,Transfer,N
P-117316,C-32937,2025-09,701.39,Transfer,N
P-118317,C-33108,2025-10,692.91,Transfer,N
P-122280,C-33782,2025-10,1157.03,Card,N
P-110079,C-31705,2025-12,1401.55,Card,N
P-104253,C-30720,2025-11,724.65,Transfer,N
P-113215,C-32242,2025-09,474.94,Transfer,Y
P-109957,C-31685,2025-07,643.87,Transfer,N
P-107813,C-31323,2025-07,397.94,Transfer,N
P-109105,C-31540,2025-10,1400.52,Card,N
P-122745,C-33860,2025-12,1013.31,Card,N
P-124022,C-34075,2025-09,1294.47,Transfer,N
P-106735,C-31142,2025-07,418.59,Transfer,Y
P-114996,C-32544,2025-09,1290.41,Transfer,N
P-109595,C-31624,2025-11,663.42,Transfer,N
P-124611,C-34175,2025-12,482.91,Transfer,N
P-106910,C-31171,2025-08,715.4,Transfer,N
P-118444,C-33130,2025-07,666.12,Transfer,N
P-101359,C-30230,2025-07,620.24,Transfer,N
P-101121,C-30190,2025-09,819.96,Card,N
P-103805,C-30644,2025-09,1756.93,Transfer,Y
P-121566,C-33662,2025-07,816.89,Card,N
P-120986,C-33563,2025-08,993.22,Card,N
P-102171,C-30367,2025-12,1190.4,Transfer,N
P-101217,C-30206,2025-09,762.18,Transfer,N
P-112193,C-32066,2025-07,831.38,Card,N
P-103657,C-30618,2025-09,789.23,Transfer,N
P-119363,C-33289,2025-11,528.83,Transfer,N
P-107447,C-31262,2025-07,746.28,Transfer,N
P-107869,C-31332,2025-10,856.01,Card,N
P-101391,C-30235,2025-09,1093.34,Card,Y
P-109554,C-31617,2025-12,526.33,Transfer,N
P-122775,C-33865,2025-12,321.27,Transfer,N
P-118555,C-33149,2025-08,818.44,Card,N
P-124313,C-34125,2025-11,898.97,Transfer,N
P-101398,C-30236,2025-10,719.34,Transfer,N
P-105438,C-30921,2025-10,520.31,Transfer,N
P-123688,C-34019,2025-11,629.97,Transfer,Y
P-108567,C-31450,2025-09,574.69,Transfer,N
P-104692,C-30795,2025-08,757.99,Transfer,N
P-124248,C-34114,2025-12,1197.82,Card,N
P-122780,C-33866,2025-11,635.05,Transfer,N
P-108400,C-31421,2025-12,866.24,Transfer,N
P-118695,C-33175,2025-08,611.31,Transfer,N
P-111125,C-31882,2025-10,1254.99,Transfer,N
P-110628,C-31798,2025-11,767.97,Transfer,N
P-101868,C-30316,2025-10,784.98,Transfer,N
P-101602,C-30272,2025-07,1098.78,Transfer,N
P-106849,C-31161,2025-07,1471.23,Card,N
P-120814,C-33534,2025-10,451.88,Transfer,N
P-105673,C-30961,2025-07,1435.5,Transfer,N
P-114342,C-32433,2025-08,599.7,Transfer,N
P-116437,C-32787,2025-08,371.52,Transfer,N
P-108153,C-31380,2025-09,1471.42,Transfer,N
P-108999,C-31522,2025-11,992.37,Card,N
P-104753,C-30805,2025-11,1520.3,Transfer,Y
P-122647,C-33844,2025-10,362.16,Transfer,N
P-123581,C-34001,2025-08,857.99,Card,N
P-124470,C-34151,2025-12,776.64,Card,N
P-120937,C-33555,2025-07,755.76,Transfer,N
P-108412,C-31423,2025-12,948.07,Card,N
P-102213,C-30374,2025-12,621.14,Transfer,Y
P-106194,C-31050,2025-08,382.69,Transfer,N
P-123587,C-34002,2025-08,770.6,Card,N
P-114249,C-32417,2025-11,633.6,Transfer,N
P-108289,C-31403,2025-07,447.55,Transfer,N
P-108916,C-31508,2025-12,890.68,Transfer,N
P-115278,C-32592,2025-09,931.53,Transfer,N
P-104227,C-30716,2025-10,570.71,Transfer,N
P-106086,C-31032,2025-08,746.23,Transfer,Y
P-116341,C-32770,2025-08,620.17,Card,Y
P-114424,C-32446,2025-12,723.01,Transfer,N
P-106360,C-31078,2025-10,590.57,Transfer,Y
P-102824,C-30478,2025-12,1172.15,Transfer,N
P-123575,C-34000,2025-08,785.0,Transfer,N
P-118318,C-33108,2025-11,690.6,Transfer,N
P-109419,C-31594,2025-09,738.37,Card,N
P-114476,C-32456,2025-08,1187.52,Card,N
P-104105,C-30695,2025-07,844.98,Transfer,N
P-106862,C-31163,2025-08,474.76,Transfer,N
P-102085,C-30353,2025-10,1490.76,Transfer,N
P-111695,C-31981,2025-11,601.79,Transfer,N
P-122049,C-33744,2025-07,624.7,Transfer,N
P-101003,C-30170,2025-07,839.06,Transfer,N
P-108810,C-31491,2025-08,558.22,Card,Y
P-102625,C-30445,2025-11,594.39,Transfer,N
P-121032,C-33571,2025-11,487.43,Transfer,N
P-102573,C-30437,2025-07,516.8,Card,N
P-106408,C-31086,2025-10,1002.82,Card,N
P-116847,C-32857,2025-10,1096.85,Card,N
P-113954,C-32367,2025-11,911.58,Card,Y
P-108829,C-31494,2025-09,840.91,Transfer,N
P-111907,C-32017,2025-10,634.95,Transfer,N
P-107934,C-31343,2025-09,1214.38,Transfer,Y
P-116302,C-32763,2025-11,636.47,Transfer,N
P-102424,C-30410,2025-07,1082.39,Transfer,N
P-111640,C-31972,2025-11,682.3,Transfer,N
P-109499,C-31608,2025-10,739.02,Card,Y
P-113298,C-32256,2025-08,372.36,Card,N
P-115923,C-32700,2025-10,421.77,Transfer,Y
P-106694,C-31135,2025-08,988.59,Transfer,N
P-111466,C-31941,2025-09,1270.89,Transfer,N
P-109455,C-31600,2025-09,648.22,Transfer,N
P-105550,C-30940,2025-08,375.23,Transfer,N
P-114541,C-32467,2025-10,1234.94,Transfer,N
P-119439,C-33303,2025-09,610.26,Card,Y
P-110812,C-31829,2025-11,682.2,Card,Y
P-104468,C-30757,2025-10,720.68,Transfer,N
P-111347,C-31920,2025-11,604.65,Card,N
P-103330,C-30563,2025-08,626.22,Card,N
P-119326,C-33282,2025-11,528.56,Transfer,N
P-120157,C-33423,2025-07,808.72,Card,N
P-113364,C-32267,2025-08,969.97,Transfer,Y
P-102474,C-30418,2025-09,813.64,Card,N
P-119231,C-33266,2025-12,1183.58,Transfer,N
P-123279,C-33950,2025-10,956.57,Card,N
P-100723,C-30123,2025-07,730.28,Card,Y
P-104533,C-30768,2025-09,442.67,Transfer,Y
P-113824,C-32345,2025-08,789.52,Card,N
P-122252,C-33777,2025-12,821.53,Transfer,N
P-119163,C-33254,2025-12,845.35,Transfer,N
P-107594,C-31286,2025-10,723.11,Transfer,Y
P-113740,C-32330,2025-12,636.32,Transfer,N
P-118041,C-33060,2025-12,1397.5,Transfer,N
P-119271,C-33273,2025-10,387.92,Transfer,N
P-104003,C-30677,2025-09,817.49,Card,N
P-105225,C-30885,2025-10,577.58,Transfer,N
P-105394,C-30914,2025-08,1134.25,Card,N
P-123686,C-34019,2025-09,653.54,Transfer,N
P-123327,C-33958,2025-10,692.69,Transfer,Y
P-122758,C-33863,2025-07,484.73,Transfer,N
P-112566,C-32130,2025-08,609.24,Transfer,N
P-107965,C-31348,2025-09,1069.07,Card,Y
P-105187,C-30879,2025-08,1100.19,Transfer,N
P-106708,C-31137,2025-10,571.48,Transfer,N
P-105323,C-30902,2025-09,672.11,Transfer,Y
P-103677,C-30622,2025-07,975.42,Transfer,N
P-118893,C-33209,2025-07,627.52,Card,Y
P-116225,C-32750,2025-12,1043.33,Transfer,N
P-100888,C-30150,2025-10,877.68,Transfer,N
P-121057,C-33575,2025-12,627.99,Card,N
P-119543,C-33320,2025-11,465.15,Transfer,N
P-102767,C-30469,2025-09,858.87,Transfer,N
P-121040,C-33573,2025-07,1173.81,Transfer,N
P-110974,C-31857,2025-08,510.72,Transfer,N
P-102204,C-30373,2025-09,408.56,Card,N
P-112628,C-32140,2025-08,869.09,Transfer,N
P-116248,C-32754,2025-11,1124.04,Transfer,N
P-115344,C-32603,2025-09,780.9,Card,N
P-108431,C-31427,2025-07,572.11,Card,N
P-122672,C-33848,2025-11,438.4,Transfer,N
P-123240,C-33944,2025-07,431.75,Card,N
P-107465,C-31265,2025-07,679.78,Transfer,N
P-111584,C-31962,2025-10,457.46,Card,N
P-112623,C-32139,2025-09,446.14,Transfer,N
P-109600,C-31625,2025-10,387.35,Transfer,N
P-108035,C-31360,2025-10,566.33,Card,N
P-123497,C-33986,2025-09,874.74,Transfer,N
P-121996,C-33735,2025-08,391.31,Transfer,N
P-121855,C-33711,2025-09,485.72,Card,N
P-109738,C-31648,2025-10,902.79,Transfer,N
P-107606,C-31288,2025-10,1025.87,Card,N
P-109918,C-31678,2025-10,791.94,Transfer,N
P-105026,C-30851,2025-11,649.44,Transfer,N
P-106445,C-31092,2025-11,770.19,Card,N
P-118239,C-33093,2025-12,1361.79,Transfer,Y
P-107116,C-31205,2025-10,642.56,Card,Y
P-124685,C-34188,2025-08,443.28,Transfer,Y
P-108084,C-31368,2025-12,678.54,Transfer,N
P-117658,C-32996,2025-07,1120.01,Transfer,N
P-124535,C-34163,2025-08,839.3,Transfer,N
P-121100,C-33583,2025-10,932.65,Transfer,Y
P-113060,C-32215,2025-11,1073.76,Card,Y
P-111230,C-31900,2025-10,733.71,Transfer,Y
P-115627,C-32651,2025-08,648.9,Card,N
P-120408,C-33464,2025-12,669.63,Card,N
P-122035,C-33741,2025-11,807.21,Transfer,N
P-110320,C-31746,2025-07,1145.88,Transfer,N
P-102913,C-30493,2025-11,837.61,Card,N
P-121157,C-33593,2025-07,670.35,Transfer,N
P-104403,C-30746,2025-09,734.97,Card,N
P-122559,C-33829,2025-12,585.55,Transfer,Y
P-120840,C-33538,2025-12,1118.21,Transfer,N
P-115523,C-32633,2025-10,510.1,Transfer,N
P-114747,C-32502,2025-10,926.11,Card,N
P-105926,C-31005,2025-10,466.24,Transfer,Y
P-117307,C-32935,2025-12,875.65,Transfer,Y
P-108944,C-31513,2025-10,824.52,Transfer,Y
P-111049,C-31869,2025-11,529.96,Transfer,N
P-104395,C-30744,2025-09,510.64,Transfer,N
P-101243,C-30210,2025-11,596.4,Card,N
P-115880,C-32693,2025-09,521.81,Transfer,N
P-110128,C-31714,2025-07,927.25,Transfer,N
P-109551,C-31617,2025-09,584.18,Transfer,N
P-112376,C-32097,2025-09,546.68,Card,Y
P-102806,C-30475,2025-12,1487.19,Transfer,N
P-122362,C-33796,2025-08,790.12,Card,N
P-105563,C-30942,2025-09,705.39,Card,N
P-107067,C-31197,2025-09,669.26,Transfer,N
P-102382,C-30403,2025-07,723.61,Transfer,N
P-115772,C-32675,2025-09,528.06,Transfer,Y
P-120716,C-33517,2025-11,790.43,Card,N
P-118220,C-33090,2025-11,916.5,Card,N
P-114243,C-32416,2025-11,1083.05,Transfer,N
P-120995,C-33565,2025-10,1098.33,Transfer,N
P-108475,C-31434,2025-09,725.53,Transfer,N
P-104507,C-30764,2025-07,652.65,Transfer,N
P-119144,C-33251,2025-11,675.01,Transfer,N
P-119306,C-33279,2025-09,642.98,Card,N
P-110352,C-31751,2025-10,1546.95,Card,N
P-108638,C-31462,2025-11,586.87,Transfer,N
P-111499,C-31947,2025-07,503.88,Transfer,N
P-119983,C-33394,2025-08,530.24,Transfer,N
P-100184,C-30031,2025-10,1273.23,Transfer,N
P-118841,C-33200,2025-09,768.5,Transfer,N
P-100890,C-30150,2025-12,780.45,Transfer,Y
P-100615,C-30105,2025-07,493.46,Transfer,Y
P-123915,C-34057,2025-10,802.52,Transfer,N
P-118568,C-33151,2025-09,413.82,Transfer,N
P-100977,C-30165,2025-09,504.0,Transfer,N
P-120259,C-33440,2025-08,1194.74,Transfer,N
P-114175,C-32405,2025-09,731.39,Transfer,N
P-100752,C-30127,2025-12,663.2,Transfer,N
P-101807,C-30306,2025-08,376.94,Transfer,Y
P-124372,C-34135,2025-10,1115.69,Transfer,N
P-116435,C-32786,2025-12,488.02,Transfer,N
P-123127,C-33924,2025-12,599.03,Transfer,N
P-106044,C-31025,2025-08,1178.91,Transfer,Y
P-106665,C-31130,2025-09,1488.42,Transfer,N
P-123146,C-33927,2025-12,1213.93,Transfer,N
P-100544,C-30092,2025-11,1201.26,Card,N
P-124086,C-34087,2025-09,873.75,Card,Y
P-114333,C-32431,2025-11,1253.03,Card,N
P-108889,C-31504,2025-09,409.44,Card,N
P-122480,C-33815,2025-12,1027.56,Transfer,Y
P-113630,C-32312,2025-09,667.94,Card,Y
P-108102,C-31371,2025-12,621.46,Transfer,N
P-104231,C-30717,2025-08,1016.69,Transfer,N
P-107304,C-31238,2025-09,824.71,Transfer,N
P-119474,C-33309,2025-08,717.51,Transfer,Y
P-106992,C-31184,2025-12,691.42,Transfer,N
P-123529,C-33992,2025-10,887.98,Card,N
P-109098,C-31539,2025-09,1157.04,Transfer,N
P-107924,C-31341,2025-11,648.54,Transfer,N
P-111614,C-31967,2025-10,991.18,Transfer,N
P-121248,C-33608,2025-08,1270.83,Transfer,Y
P-109030,C-31527,2025-12,635.28,Transfer,N
