case_id,district,household_size,age_band,language_preference,tenure,opened_date,status,closure_month,monthly_award,payment_adjustments,contact_attempts,months_since_review,payment_count,total_paid,average_payment,maximum_payment,minimum_payment,payment_std,adjustment_payment_count,needs_figure,average_payment_to_award_ratio,maximum_payment_to_award_ratio,payment_variability,adjustment_rate,award_to_needs_ratio,unusual_payment_count,first_month_payment,last_month_payment,first_to_last_change,first_to_last_change_pct,high_payment_months,months_above_award,largest_monthly_increase,largest_monthly_decrease,risk_score,average_ratio_score,maximum_ratio_score,high_month_score,above_award_score,variability_score,administrative_activity_flag,administrative_context,final_risk_score,investigator_context,rank
C-30398,Northgate,3,60-74,English,Private tenancy,2022-08-20,Active,0,1108.47,1,0,18,6,6788.76,1131.46,1171.78,1097.13,26.255348407514926,2,2000,1.0207402996923687,1.057114761788772,0.023204840124719323,0.3333333333333333,0.554235,0,1111.01,1171.78,60.76999999999998,0.054697977515953934,0,5,30.019999999999982,-43.809999999999945,14.35,0.35,0.57,0.0,12.5,0.93,0,,14.35,No strong administrative-activity warning detected.,452
C-34063,Northgate,2,30-44,English,Private tenancy,2024-01-14,Suspended,0,593.33,0,1,17,6,3649.36,608.2266666666667,620.33,585.25,14.815641284354413,0,1670,1.0251068826229361,1.0455058736285034,0.02435874994687465,0.0,0.35528742514970063,0,595.69,619.77,24.079999999999927,0.040423710319125596,0,5,35.08000000000004,-11.75,14.35,0.42,0.46,0.0,12.5,0.97,0,,14.35,No strong administrative-activity warning detected.,453
C-32092,Calder Central,2,18-29,Spanish,Owner-occupier,2023-05-29,Active,0,748.21,3,1,7,6,4340.32,723.3866666666667,781.75,587.3,70.5784694270616,2,1670,0.9668230398773963,1.044826987075821,0.09756672700684964,0.3333333333333333,0.4480299401197605,0,755.98,587.3,-168.68000000000006,-0.22312759596814738,0,4,44.460000000000036,-164.07000000000005,14.35,0.0,0.45,0.0,10.0,3.9,0,,14.35,No strong administrative-activity warning detected.,454
C-31619,Calder Central,4,60-74,Other,Owner-occupier,2024-12-11,Active,0,981.9,2,5,22,6,6018.48,1003.0799999999999,1039.7,972.98,22.630329206620054,1,2330,1.0215704246868316,1.058865464914961,0.02256084181383345,0.16666666666666666,0.4214163090128755,0,1006.32,1009.98,3.659999999999968,0.0036370140710708003,0,5,37.31000000000006,-66.72000000000003,14.35,0.36,0.59,0.0,12.5,0.9,0,,14.35,No strong administrative-activity warning detected.,455
C-31167,Weybridge,3,60-74,Spanish,Owner-occupier,2022-12-10,Suspended,0,1116.77,2,4,17,6,6853.860000000001,1142.3100000000002,1166.19,1094.03,29.09733114909334,1,2000,1.0228695255065952,1.0442526213992138,0.025472359647637974,0.16666666666666666,0.558385,0,1166.19,1144.03,-22.160000000000082,-0.019002049408758506,0,5,68.41000000000008,-44.059999999999945,14.34,0.38,0.44,0.0,12.5,1.02,0,,14.34,No strong administrative-activity warning detected.,456
C-33491,Ash Hill,1,30-44,English,Owner-occupier,2021-10-03,Active,0,376.99,0,0,6,6,2298.16,383.02666666666664,392.81,362.34,11.042475567854648,0,1240,1.016012803168961,1.0419639778243455,0.028829521620395402,0.0,0.3040241935483871,0,385.05,392.81,7.759999999999991,0.020153226853655344,0,5,29.370000000000005,-22.710000000000036,14.34,0.27,0.42,0.0,12.5,1.15,0,,14.34,No strong administrative-activity warning detected.,457
C-31612,Weybridge,2,60-74,English,Social tenancy,2022-09-21,Suspended,0,939.01,0,0,15,6,5464.75,910.7916666666666,962.02,722.68,93.19809964085464,0,1670,0.9699488468351419,1.0245045313681431,0.10232647382682242,0.0,0.5622814371257485,0,955.66,922.42,-33.24000000000001,-0.034782244731389834,0,4,223.85000000000002,-232.98000000000002,14.34,0.0,0.25,0.0,10.0,4.09,0,,14.34,No strong administrative-activity warning detected.,458
C-30046,Northgate,2,60-74,Spanish,No fixed abode,2025-05-09,Active,0,750.96,1,2,8,6,4468.21,744.7016666666667,790.79,603.01,70.86974852972645,2,1670,0.9916662227903839,1.0530387770320655,0.09516528792925101,0.3333333333333333,0.44967664670658686,0,785.9,771.2,-14.699999999999932,-0.018704669805318656,0,4,187.77999999999997,-147.79999999999995,14.34,0.0,0.53,0.0,10.0,3.81,0,,14.34,No strong administrative-activity warning detected.,459
C-30765,Northgate,1,18-29,English,Private tenancy,2023-04-18,Active,0,708.65,1,1,3,6,4257.34,709.5566666666667,750.91,582.2,65.84797116591113,1,1240,1.0012794280204145,1.0596345163338743,0.09280156787934879,0.16666666666666666,0.5714919354838709,0,730.74,750.91,20.16999999999996,0.027602156717847603,0,4,113.40999999999997,-165.2199999999999,14.33,0.02,0.6,0.0,10.0,3.71,0,,14.33,No strong administrative-activity warning detected.,460
C-33881,Calder Central,4,30-44,English,Social tenancy,2021-11-22,Active,0,1109.31,2,3,11,6,6810.63,1135.105,1159.75,1085.37,27.740651578504824,2,2330,1.0232531934265445,1.0454697063940648,0.024438841850317656,0.3333333333333333,0.47609871244635193,0,1145.83,1085.37,-60.460000000000036,-0.05276524440798377,0,5,39.569999999999936,-64.52000000000021,14.32,0.39,0.45,0.0,12.5,0.98,0,,14.32,No strong administrative-activity warning detected.,461
C-30534,Northgate,2,60-74,Spanish,Social tenancy,2023-04-16,Active,0,939.55,2,4,0,6,5547.3099999999995,924.5516666666666,985.78,749.03,88.53021256422389,1,1670,0.9840366842282653,1.0492044063647492,0.0957547487674825,0.16666666666666666,0.5626047904191617,0,958.43,926.69,-31.739999999999895,-0.03311665953695095,0,4,236.75,-200.25,14.32,0.0,0.49,0.0,10.0,3.83,0,,14.32,No strong administrative-activity warning detected.,462
C-32811,Ash Hill,4,30-44,English,Owner-occupier,2023-06-26,Active,0,1270.01,0,0,8,6,7404.88,1234.1466666666668,1305.85,983.78,124.60225353767356,0,2330,0.9717613772070037,1.0282202502342501,0.10096227369329973,0.0,0.545068669527897,0,1286.0,1242.36,-43.6400000000001,-0.03393468118195964,0,4,258.5799999999999,-312.4000000000001,14.32,0.0,0.28,0.0,10.0,4.04,0,,14.32,No strong administrative-activity warning detected.,463
C-31169,Ash Hill,1,75+,English,Resident with family,2022-04-17,Active,0,686.1,0,1,1,6,4017.54,669.59,725.91,550.32,62.59233818927039,0,1240,0.9759364524121849,1.0580236117184083,0.0934786036070885,0.0,0.5533064516129033,0,698.85,656.44,-42.40999999999997,-0.060685411747871454,0,4,175.58999999999992,-136.95999999999992,14.32,0.0,0.58,0.0,10.0,3.74,0,,14.32,No strong administrative-activity warning detected.,464
C-31779,Weybridge,3,18-29,Spanish,Private tenancy,2024-03-16,Active,0,801.39,2,4,22,6,4900.2300000000005,816.705,840.47,778.87,20.775266785290647,1,2000,1.0191105454273202,1.0487652703427794,0.025437908161809523,0.16666666666666666,0.40069499999999997,0,840.47,824.5,-15.970000000000027,-0.01900127309719565,0,5,37.950000000000045,-47.32000000000005,14.32,0.32,0.49,0.0,12.5,1.02,0,,14.32,No strong administrative-activity warning detected.,465
C-34144,Northgate,2,60-74,English,Social tenancy,2021-07-25,Active,0,1005.29,2,2,13,6,6100.2,1016.6999999999999,1048.55,964.54,30.274375963841116,1,1670,1.0113499587183798,1.0430323588218324,0.02977709842022339,0.16666666666666666,0.6019700598802395,0,964.54,1048.55,84.00999999999999,0.0870985132809422,0,5,47.81000000000006,-20.789999999999964,14.31,0.19,0.43,0.0,12.5,1.19,0,,14.31,No strong administrative-activity warning detected.,466
C-32832,Calder Central,1,30-44,English,Resident with family,2023-09-28,Active,0,437.55,0,3,14,6,2684.85,447.47499999999997,461.7,432.15,9.85407276206139,0,1240,1.0226831219289223,1.0551936921494687,0.022021504580281338,0.0,0.35286290322580643,0,432.15,445.69,13.54000000000002,0.03133171352539632,0,5,10.980000000000018,-16.00999999999999,14.31,0.38,0.55,0.0,12.5,0.88,0,,14.31,No strong administrative-activity warning detected.,467
C-32471,Weybridge,3,75+,English,Private tenancy,2022-08-14,Active,0,1195.12,2,4,22,6,7333.4400000000005,1222.24,1250.51,1179.84,29.53929315335765,2,2000,1.022692281946583,1.0463468103621394,0.024168161043131995,0.3333333333333333,0.59756,0,1241.71,1179.84,-61.87000000000012,-0.04982644900983331,0,5,35.950000000000045,-69.31000000000017,14.31,0.38,0.46,0.0,12.5,0.97,0,,14.31,No strong administrative-activity warning detected.,468
C-30587,Weybridge,3,18-29,English,Resident with family,2024-12-08,Active,0,985.28,1,0,8,6,6048.4,1008.0666666666666,1039.76,975.99,21.886807594225957,1,2000,1.0231270975424922,1.0552939265995454,0.021711666815249612,0.16666666666666666,0.49263999999999997,0,975.99,1024.0,48.00999999999999,0.04919107777743623,0,5,38.97000000000003,-15.759999999999991,14.31,0.39,0.55,0.0,12.5,0.87,0,,14.31,No strong administrative-activity warning detected.,469
C-34145,Weybridge,4,18-29,English,Resident with family,2022-09-24,Active,0,1167.77,0,3,14,6,7073.24,1178.8733333333332,1226.12,1123.15,33.35436263319486,0,2330,1.0095081508630408,1.0499670311790847,0.02829342363600969,0.0,0.5011888412017167,0,1226.12,1173.8,-52.319999999999936,-0.04267119042181837,0,5,50.75,-66.25,14.29,0.16,0.5,0.0,12.5,1.13,0,,14.29,No strong administrative-activity warning detected.,470
C-34184,Weybridge,1,45-59,English,Private tenancy,2022-11-18,Active,0,722.49,1,0,12,6,4415.16,735.86,756.28,705.97,18.634659106085092,1,1240,1.0185054464421652,1.0467688134091822,0.025323647305309557,0.16666666666666666,0.5826532258064516,0,726.68,756.28,29.600000000000023,0.04073319755600818,0,5,26.279999999999973,-44.0,14.29,0.31,0.47,0.0,12.5,1.01,0,,14.29,No strong administrative-activity warning detected.,471
C-31776,Calder Central,3,18-29,English,Owner-occupier,2025-02-11,Active,0,962.38,1,2,14,6,5624.0,937.3333333333334,1010.47,762.74,88.62288748775151,3,2000,0.9739742444079609,1.0499698663729504,0.09454788850044614,0.5,0.48119,0,762.74,966.1,203.36,0.26661772032409475,0,4,203.71000000000004,-40.33999999999992,14.28,0.0,0.5,0.0,10.0,3.78,0,,14.28,No strong administrative-activity warning detected.,472
C-33182,Ash Hill,4,60-74,English,Resident with family,2022-04-08,Active,0,1347.8,0,2,20,6,8251.43,1375.2383333333335,1411.04,1327.25,32.983556155555235,0,2330,1.0203578671415148,1.0469209081466093,0.02398388363390726,0.0,0.5784549356223175,0,1327.25,1411.04,83.78999999999996,0.06313053305707286,0,5,53.799999999999955,-45.5,14.27,0.34,0.47,0.0,12.5,0.96,0,,14.27,No strong administrative-activity warning detected.,473
C-33806,Northgate,3,75+,English,No fixed abode,2025-07-22,Active,0,1238.54,0,1,15,6,7325.66,1220.9433333333334,1308.23,1051.72,112.9076751450789,0,2000,0.9857924114952552,1.05626786377509,0.09247577022008575,0.0,0.61927,0,1102.47,1308.23,205.76,0.18663546400355563,0,4,242.26999999999998,-50.75,14.26,0.0,0.56,0.0,10.0,3.7,0,,14.26,No strong administrative-activity warning detected.,474
C-30453,Calder Central,3,45-59,English,Social tenancy,2023-07-27,Active,0,700.17,1,2,22,6,4291.56,715.2600000000001,736.75,693.58,15.579777918827924,2,2000,1.0215519088221434,1.0522444549180914,0.02178197846772911,0.3333333333333333,0.350085,0,736.75,719.4,-17.350000000000023,-0.02354937224295897,0,5,25.819999999999936,-22.659999999999968,14.25,0.36,0.52,0.0,12.5,0.87,0,,14.25,No strong administrative-activity warning detected.,475
C-34010,Ash Hill,1,60-74,English,Private tenancy,2021-06-16,Active,0,560.06,0,1,11,6,3285.61,547.6016666666667,585.2,448.02,52.08275661547364,0,1240,0.9777553595448109,1.0448880477091742,0.09511066124489573,0.0,0.4516612903225806,0,448.02,561.39,113.37,0.2530467389848668,0,4,87.03999999999996,-21.110000000000014,14.25,0.0,0.45,0.0,10.0,3.8,0,,14.25,No strong administrative-activity warning detected.,476
C-31264,Northgate,3,75+,English,Private tenancy,2025-02-14,Active,0,823.54,0,3,6,6,5047.96,841.3266666666667,861.45,809.31,19.259389052269217,0,2000,1.0215978175518696,1.046032979575977,0.022891689774406948,0.0,0.41176999999999997,0,861.45,809.31,-52.1400000000001,-0.06052585756573231,0,5,24.979999999999905,-28.460000000000036,14.24,0.36,0.46,0.0,12.5,0.92,0,,14.24,No strong administrative-activity warning detected.,477
C-32648,Calder Central,4,60-74,English,Resident with family,2025-06-07,Active,0,1020.18,2,3,12,6,6230.9,1038.4833333333333,1073.44,1008.91,23.758150320819784,0,2330,1.0179412783365027,1.052206473367445,0.02287773867738508,0.0,0.43784549356223174,0,1056.66,1028.62,-28.04000000000019,-0.026536445024889926,0,5,31.700000000000045,-51.91000000000008,14.24,0.3,0.52,0.0,12.5,0.92,0,,14.24,No strong administrative-activity warning detected.,478
C-33849,Ash Hill,3,75+,English,Social tenancy,2022-12-03,Active,0,951.85,2,0,14,6,5754.599999999999,959.0999999999999,985.92,904.5,29.775794195957193,2,2000,1.0076167463360823,1.0357934548510794,0.03104555749760942,0.3333333333333333,0.475925,0,974.3,953.54,-20.75999999999999,-0.021307605460330486,0,5,76.03999999999996,-81.41999999999996,14.23,0.13,0.36,0.0,12.5,1.24,0,,14.23,No strong administrative-activity warning detected.,479
C-32276,Northgate,2,30-44,English,No fixed abode,2022-12-30,Active,0,987.04,0,0,12,6,5996.16,999.36,1021.26,943.62,29.34052214940968,0,1670,1.0124817636569947,1.034669314313503,0.02935931210915954,0.0,0.5910419161676647,0,1015.8,1021.26,5.460000000000036,0.005375073833431814,0,5,76.03999999999996,-58.24000000000001,14.23,0.21,0.35,0.0,12.5,1.17,0,,14.23,No strong administrative-activity warning detected.,480
C-32936,Northgate,1,60-74,English,Social tenancy,2025-01-13,Active,0,702.49,0,0,10,6,4296.0,716.0,740.66,699.16,15.503740193901605,0,1240,1.0192315904852738,1.0543352930290821,0.021653268427236878,0.0,0.5665241935483871,0,722.38,740.66,18.279999999999973,0.02530524100888725,0,5,33.64999999999998,-23.220000000000027,14.23,0.32,0.54,0.0,12.5,0.87,0,,14.23,No strong administrative-activity warning detected.,481
C-31246,Calder Central,2,18-29,English,Owner-occupier,2022-08-22,Active,0,737.97,2,1,16,6,4327.4,721.2333333333332,779.5,608.42,65.85269612298853,2,1670,0.9773206679584986,1.0562760003794192,0.09130567470950947,0.3333333333333333,0.4418982035928144,0,760.12,779.5,19.379999999999995,0.02549597431984423,0,4,146.89,-151.70000000000005,14.21,0.0,0.56,0.0,10.0,3.65,0,,14.21,No strong administrative-activity warning detected.,482
C-33733,Calder Central,5,45-59,Spanish,Social tenancy,2024-02-10,Active,0,1294.28,2,4,5,6,7553.57,1258.9283333333333,1364.3,1036.4,115.33262841306737,1,2660,0.9726862296669448,1.0540995765985721,0.09161175053364227,0.16666666666666666,0.48657142857142854,0,1294.81,1247.54,-47.26999999999998,-0.036507286783389055,0,4,211.13999999999987,-327.89999999999986,14.21,0.0,0.54,0.0,10.0,3.66,0,,14.21,No strong administrative-activity warning detected.,483
C-30490,Weybridge,3,45-59,Spanish,Private tenancy,2024-11-22,Active,0,882.66,3,5,16,6,5356.26,892.71,928.44,863.08,22.45454074346656,1,2000,1.0113860376588948,1.051865950649174,0.025153230885132414,0.16666666666666666,0.44133,0,891.4,883.15,-8.25,-0.009255104330266996,0,5,65.36000000000001,-44.79000000000008,14.21,0.19,0.52,0.0,12.5,1.01,0,,14.21,No strong administrative-activity warning detected.,484
C-33321,Calder Central,1,18-29,English,Owner-occupier,2023-11-14,Active,0,432.13,0,3,16,6,2538.52,423.08666666666664,454.64,349.35,39.00045264694587,0,1240,0.9790726556051805,1.0520908060074514,0.09218076512364497,0.0,0.348491935483871,0,441.19,454.64,13.449999999999989,0.030485731770892335,0,4,85.23999999999995,-62.22999999999996,14.21,0.0,0.52,0.0,10.0,3.69,0,,14.21,No strong administrative-activity warning detected.,485
C-33710,Calder Central,1,60-74,English,Resident with family,2023-12-12,Active,0,739.95,0,3,10,6,4500.62,750.1033333333334,769.06,713.72,20.199588774692074,0,1240,1.0137216478590896,1.0393404959794579,0.026929074804838544,0.0,0.596733870967742,0,760.32,769.06,8.739999999999895,0.011495159932659794,0,5,28.16999999999996,-48.64999999999998,14.2,0.23,0.39,0.0,12.5,1.08,0,,14.2,No strong administrative-activity warning detected.,486
C-30681,Weybridge,2,45-59,English,Social tenancy,2022-07-30,Active,0,538.04,2,4,1,6,3183.54,530.59,567.68,436.93,48.220449603876546,1,1670,0.986153445840458,1.0550888409783659,0.09088081117977448,0.16666666666666666,0.32217964071856287,0,567.68,559.5,-8.17999999999995,-0.014409526493799237,0,4,110.99999999999994,-110.82999999999998,14.19,0.0,0.55,0.0,10.0,3.64,0,,14.19,No strong administrative-activity warning detected.,487
C-33199,Ash Hill,1,60-74,English,No fixed abode,2024-11-16,Suspended,0,605.45,1,2,18,6,3334.67,555.7783333333333,630.14,444.48,87.34195587841313,3,1240,0.9179590937869903,1.040779585432323,0.15715250242767015,0.5,0.4882661290322581,0,444.48,446.02,1.5399999999999636,0.0034647228221741442,0,3,168.75,-133.21000000000004,14.19,0.0,0.41,0.0,7.5,6.29,0,,14.19,No strong administrative-activity warning detected.,488
C-32705,Northgate,2,30-44,English,Social tenancy,2021-12-31,Active,0,643.93,0,2,7,6,3934.55,655.7583333333333,673.89,635.96,14.999681885515642,0,1670,1.0183689738532657,1.0465267963909122,0.022873795303934085,0.0,0.38558682634730534,0,672.16,673.89,1.7300000000000182,0.0025737919542966232,0,5,25.00999999999999,-25.66999999999996,14.19,0.31,0.47,0.0,12.5,0.91,0,,14.19,No strong administrative-activity warning detected.,489
C-33727,Weybridge,1,18-29,Spanish,Social tenancy,2021-03-04,Active,0,389.29,1,3,12,6,2374.38,395.73,407.11,380.69,9.311006390288869,2,1240,1.0165429371419765,1.0457756428369596,0.023528684684731682,0.3333333333333333,0.3139435483870968,0,398.32,402.8,4.480000000000018,0.011247238401285444,0,5,26.420000000000016,-15.620000000000005,14.17,0.28,0.46,0.0,12.5,0.94,0,,14.17,No strong administrative-activity warning detected.,490
C-33067,Weybridge,4,30-44,Spanish,Social tenancy,2023-11-06,Active,0,1170.27,1,4,7,6,7174.25,1195.7083333333333,1222.05,1163.03,25.879942362120282,1,2330,1.0217371489770166,1.0442461995949652,0.02164402608951761,0.16666666666666666,0.5022618025751073,0,1179.4,1175.61,-3.790000000000191,-0.0032134983890115235,0,5,42.649999999999864,-52.690000000000055,14.17,0.36,0.44,0.0,12.5,0.87,0,,14.17,No strong administrative-activity warning detected.,491
C-32300,Weybridge,4,30-44,English,No fixed abode,2023-02-21,Suspended,0,741.12,0,4,16,6,4479.35,746.5583333333334,770.05,707.19,21.560026360528013,0,2330,1.007337992947611,1.0390355138169256,0.028879225370459567,0.0,0.31807725321888414,0,707.19,745.34,38.14999999999998,0.05394589855625783,0,5,62.8599999999999,-24.979999999999905,14.17,0.12,0.39,0.0,12.5,1.16,0,,14.17,No strong administrative-activity warning detected.,492
C-30926,Northgate,2,60-74,English,Private tenancy,2022-01-18,Active,0,580.53,0,3,8,6,3573.68,595.6133333333333,607.39,578.03,11.545088421777736,0,1670,1.0259820049495003,1.0462680653885243,0.019383529171796695,0.0,0.3476227544910179,0,602.65,593.76,-8.889999999999986,-0.014751514145855781,0,5,29.360000000000014,-24.620000000000005,14.17,0.43,0.46,0.0,12.5,0.78,0,,14.17,No strong administrative-activity warning detected.,493
C-33135,Calder Central,1,45-59,English,Resident with family,2021-04-25,Active,0,517.78,0,2,7,6,2923.44,487.24,548.47,345.95,73.73210399819065,0,1240,0.9410174205260923,1.059272277801383,0.15132604876075578,0.0,0.4175645161290322,0,502.81,548.47,45.660000000000025,0.09080964976830219,0,3,202.52000000000004,-128.38,14.15,0.0,0.59,0.0,7.5,6.05,0,,14.15,No strong administrative-activity warning detected.,494
C-32380,Ash Hill,3,45-59,English,Social tenancy,2021-02-09,Active,0,1003.03,1,1,12,6,5735.68,955.9466666666667,1062.25,667.32,144.81689344364028,2,2000,0.9530588982051053,1.0590411054504851,0.15149055746865964,0.3333333333333333,0.5015149999999999,0,1034.9,667.32,-367.58000000000004,-0.3551840757561117,0,3,79.74000000000001,-394.92999999999995,14.15,0.0,0.59,0.0,7.5,6.06,0,,14.15,No strong administrative-activity warning detected.,495
C-30728,Northgate,1,30-44,English,No fixed abode,2024-09-28,Active,0,630.92,0,1,0,6,3840.83,640.1383333333333,653.91,611.98,16.549089904483157,0,1240,1.0146109385236375,1.0364388512014202,0.02585236509475789,0.0,0.5088064516129032,0,611.98,653.08,41.10000000000002,0.06715905748553878,0,5,22.379999999999995,-19.100000000000023,14.14,0.24,0.36,0.0,12.5,1.03,0,,14.14,No strong administrative-activity warning detected.,496
C-33186,Northgate,3,18-29,English,Owner-occupier,2021-10-05,Active,0,1232.18,0,0,15,6,7574.55,1262.425,1291.21,1230.37,23.77259157096679,0,2000,1.024545926731484,1.0479069616452141,0.018830894168736192,0.0,0.61609,0,1258.34,1244.29,-14.049999999999955,-0.011165503758920448,0,5,57.0300000000002,-46.92000000000007,14.14,0.41,0.48,0.0,12.5,0.75,0,,14.14,No strong administrative-activity warning detected.,497
C-31819,Weybridge,2,30-44,Other,Social tenancy,2025-08-16,Active,0,503.53,4,5,16,7,3352.59,478.9414285714286,507.99,440.89,28.563382402749767,1,1670,0.9511676137895034,1.0088574662880068,0.05963857102098627,0.14285714285714285,0.3015149700598802,1,478.94,506.0,27.060000000000002,0.05649977032613689,1,3,403.40999999999997,-382.27,14.14,0.0,0.09,4.17,7.5,2.39,1,4 payment adjustments,14.14,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.,498
C-32364,Northgate,1,30-44,English,Owner-occupier,2024-02-10,Active,0,753.12,1,1,17,6,4368.37,728.0616666666666,777.11,591.1,69.64140820421902,3,1240,0.9667273033071312,1.0318541533885701,0.09565317251636518,0.5,0.6073548387096774,0,591.1,720.81,129.70999999999992,0.2194383353070545,0,4,171.26999999999998,-36.270000000000095,14.14,0.0,0.32,0.0,10.0,3.83,0,,14.14,No strong administrative-activity warning detected.,499
C-31170,Northgate,3,30-44,English,Owner-occupier,2022-09-19,Active,0,789.26,0,1,13,6,4768.0599999999995,794.6766666666666,814.63,747.55,23.93484962699096,0,2000,1.0068629686879693,1.032144033651775,0.030118978738091755,0.0,0.39463,0,814.63,803.77,-10.860000000000014,-0.013331205577992479,0,5,47.930000000000064,-67.08000000000004,14.14,0.11,0.32,0.0,12.5,1.2,0,,14.14,No strong administrative-activity warning detected.,500
C-33960,Ash Hill,3,45-59,English,Social tenancy,2023-05-07,Active,0,777.96,0,3,23,6,4763.71,793.9516666666667,815.12,775.45,16.281028734900822,0,2000,1.0205558983323908,1.0477659519769653,0.02050632225920657,0.0,0.38898,0,815.12,778.03,-37.09000000000003,-0.045502502698989145,0,5,20.699999999999932,-39.66999999999996,14.14,0.34,0.48,0.0,12.5,0.82,0,,14.14,No strong administrative-activity warning detected.,501
C-33238,Calder Central,3,30-44,English,No fixed abode,2025-04-13,Active,0,1236.44,1,1,11,6,7587.98,1264.6633333333332,1294.36,1227.56,24.706674941534832,1,2000,1.0228262862195765,1.0468441655074243,0.01953616768220383,0.16666666666666666,0.61822,0,1227.56,1286.18,58.62000000000012,0.047753266642771124,0,5,45.559999999999945,-21.22999999999979,14.13,0.38,0.47,0.0,12.5,0.78,0,,14.13,No strong administrative-activity warning detected.,502
C-30699,Weybridge,1,18-29,Spanish,Social tenancy,2024-01-03,Suspended,0,597.01,1,4,3,6,3668.3,611.3833333333333,625.56,595.94,11.289323569933934,0,1240,1.024075531956472,1.0478216445285673,0.01846521315584974,0.0,0.48145967741935486,0,620.05,614.44,-5.6099999999999,-0.00904765744697992,0,5,24.819999999999936,-19.309999999999945,14.12,0.4,0.48,0.0,12.5,0.74,0,,14.12,No strong administrative-activity warning detected.,503
C-30919,Ash Hill,6,60-74,Spanish,Resident with family,2023-01-28,Active,0,1197.82,0,6,1,6,7097.95,1182.9916666666666,1267.18,991.55,104.49027560814774,0,2990,0.9876205662509113,1.0579051944365598,0.08832714426684979,0.0,0.4006086956521739,0,1224.09,1240.87,16.779999999999973,0.013708142375152133,0,4,249.31999999999994,-249.34000000000015,14.11,0.0,0.58,0.0,10.0,3.53,1,6 contact attempts,14.11,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.,504
C-30774,Ash Hill,1,45-59,English,Resident with family,2023-05-22,Active,0,497.57,0,3,14,6,2937.19,489.5316666666667,518.77,400.44,45.143840517468874,0,1240,0.9838448191544239,1.0426070703619592,0.09221842751228665,0.0,0.40126612903225806,0,400.44,511.21,110.76999999999998,0.2766207172110678,0,4,87.57,-6.4599999999999795,14.11,0.0,0.43,0.0,10.0,3.69,0,,14.11,No strong administrative-activity warning detected.,505
C-31158,Calder Central,3,30-44,English,Social tenancy,2024-08-20,Active,0,1038.04,1,1,6,6,6346.900000000001,1057.8166666666668,1087.97,1027.18,21.568041790266104,2,2000,1.019051931203679,1.0481002658857077,0.020389205870834044,0.3333333333333333,0.51902,0,1051.92,1027.18,-24.74000000000001,-0.023518898775572294,0,5,29.279999999999973,-33.6099999999999,14.11,0.32,0.48,0.0,12.5,0.82,0,,14.11,No strong administrative-activity warning detected.,506
C-32347,Calder Central,4,45-59,English,Owner-occupier,2025-08-02,Active,0,845.1,1,2,3,6,4684.77,780.7950000000001,885.82,627.97,118.93039506366739,1,2330,0.9239084132055378,1.0481836469056918,0.15231961662621735,0.16666666666666666,0.36270386266094423,0,847.07,836.51,-10.56000000000006,-0.01246650217809633,0,3,257.85,-228.41999999999996,14.07,0.0,0.48,0.0,7.5,6.09,0,,14.07,No strong administrative-activity warning detected.,507
C-30238,Northgate,2,30-44,English,No fixed abode,2024-10-15,Active,0,585.79,0,0,20,6,3491.93,581.9883333333333,620.88,483.2,50.4631724792117,0,1670,0.9935101885203458,1.0599020126666554,0.08670822006033059,0.0,0.35077245508982036,0,614.28,592.12,-22.159999999999968,-0.0360747541837598,0,4,137.68,-131.07999999999998,14.07,0.0,0.6,0.0,10.0,3.47,0,,14.07,No strong administrative-activity warning detected.,508
C-30814,Calder Central,3,18-29,English,Private tenancy,2021-07-05,Active,0,1225.5,0,3,21,6,7287.280000000001,1214.5466666666669,1297.51,1025.91,105.69431293436121,0,2000,0.9910621515027881,1.0587596899224807,0.08702367379957503,0.0,0.61275,0,1282.73,1025.91,-256.81999999999994,-0.20021360691649837,0,4,14.779999999999973,-128.6099999999999,14.07,0.0,0.59,0.0,10.0,3.48,0,,14.07,No strong administrative-activity warning detected.,509
C-33583,Weybridge,2,60-74,Spanish,Private tenancy,2023-12-23,Active,0,922.9,2,3,16,6,5424.71,904.1183333333333,971.76,749.03,80.02206731062793,3,1670,0.9796492938924405,1.052941813847654,0.0885084002396013,0.5,0.5526347305389221,0,941.59,971.76,30.16999999999996,0.0320415467453987,0,4,144.11,-192.56000000000006,14.07,0.0,0.53,0.0,10.0,3.54,0,,14.07,No strong administrative-activity warning detected.,510
C-33640,Weybridge,5,18-29,English,Owner-occupier,2025-02-10,Active,0,1077.39,1,0,17,6,6598.28,1099.7133333333334,1120.81,1056.61,22.361900336658977,1,2660,1.0207198259992512,1.040301098023928,0.02033429954775394,0.16666666666666666,0.4050338345864662,0,1108.05,1099.56,-8.490000000000009,-0.007662109110599711,0,5,54.0300000000002,-64.20000000000005,14.06,0.35,0.4,0.0,12.5,0.81,0,,14.06,No strong administrative-activity warning detected.,511
C-31433,Calder Central,2,75+,Spanish,No fixed abode,2023-10-11,Active,0,567.96,1,1,18,6,3462.1800000000003,577.0300000000001,594.59,566.17,11.837349365461865,1,1670,1.015969434467216,1.046887104725685,0.0205142702553799,0.16666666666666666,0.34009580838323356,0,566.17,589.34,23.170000000000073,0.04092410406768298,0,5,22.970000000000027,-23.639999999999986,14.06,0.27,0.47,0.0,12.5,0.82,0,,14.06,No strong administrative-activity warning detected.,512
